4787923355,0.0
8847734830,1090.0
0414219786,100000.0
3877425954,10000.0
0414219786,98800.0
7060642729,0.0
0414219786,80000.0
6977987667,1000.0
6977987667,500.0
9320923654,1200.0
2316483998,1000.0
6136595153,100.0
6136595153,0.0
0414219786,79000.0
8870222378,1000.0
8990131254,1000.0
9589857015,100000.0
9589857015,99900.0
1874425750,98765.0
8203939515,1000.0
7669078955,1200.0
9589857015,102400.0
9589857015,101200.0
7904013797,1000.0
9589857015,101100.0
5936161100,1900.0
9574324032,1200.0
8583870062,100000.0
6688068037,1200.0
1055391122,1300.0
9478805960,1100.0
1492963225,1000.0
6272934045,1000.0
0565649655,1000.0
6688068037,1323.0
6688068037,123.0
1177361683,100.0
6688068037,1100.0
6688068037,2300.0
